player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Justin Skule,38951,T,TB,1,0,30,85.5,0,0,13,100.0,100.0,100.0,0,0,0,13,13,82.6,0,0,6,100.0,100.0,100.0,0,0,6,6
Salvon Ahmed,57472,HB,MIA,7,0,17,27.0,0,1,13,28.3,26.5,88.5,0,2,1,13,49,21.0,0,0,4,15.4,14.8,75.0,1,1,4,27
Ben Ellefson,27766,TE,MIN,4,0,18,72.2,1,0,12,66.7,65.0,95.8,0,1,0,13,20,,0,0,0,0.0,0.0,,0,0,0,2
Drew Forbes,28671,G,CLV,1,0,8,72.8,0,1,11,100.0,100.0,95.5,0,1,0,12,12,70.4,0,1,9,100.0,100.0,94.4,1,0,10,10
Kylen Granson,40630,TE,IND,13,0,14,47.8,0,0,12,5.0,4.7,91.7,0,1,1,12,257,36.4,0,0,3,2.6,2.4,66.7,1,1,3,123
Sean McKeon,42266,TE,DAL,13,0,9,81.0,0,0,12,35.3,35.3,100.0,0,0,0,12,34,,0,0,0,0.0,0.0,,0,0,0,2
Greg Dulcich,84068,TE,DEN,10,1,10,27.7,1,1,12,3.7,3.5,91.7,1,2,0,12,346,53.3,0,0,3,1.8,1.7,100.0,0,0,3,180
Tanner Hudson,66924,TE,NYG,11,0,21,30.0,0,1,9,5.2,5.9,94.4,1,1,0,11,188,59.6,0,1,2,2.2,3.1,75.0,1,0,3,98
Phillip Lindsay,12660,HB,IND,3,0,14,68.8,0,1,9,22.5,24.4,94.4,0,1,0,11,45,74.2,0,0,6,23.1,26.7,100.0,0,0,8,30
Andre Dillard,29250,G,PHI,3,0,24,84.7,0,0,10,100.0,100.0,100.0,0,0,0,11,11,83.4,0,0,6,100.0,100.0,100.0,0,0,6,6
Jake Curhan,38549,G,SEA,3,0,29,0.0,1,0,9,90.0,91.7,83.3,0,2,1,11,12,0.0,1,0,3,100.0,100.0,50.0,2,1,4,4
Cade Mays,81995,G,CAR,5,0,5,51.4,0,0,11,68.8,68.8,90.9,0,1,1,11,16,49.0,0,0,9,100.0,100.0,88.9,1,1,9,9
Chris Hubbard,8051,T,CLV,4,0,8,22.7,0,1,11,100.0,100.0,86.4,0,2,1,11,11,0.0,0,1,3,100.0,100.0,50.0,2,1,3,3
Stephen Anderson,11160,TE,ARZ,14,0,1,19.6,0,1,10,17.2,17.5,95.0,0,1,0,11,63,73.4,0,0,1,9.1,9.1,100.0,0,0,1,11
Robert Tonyan,12193,TE,GB,17,1,12,35.3,0,0,9,2.4,2.5,100.0,3,0,0,10,400,20.7,0,0,2,1.2,1.1,100.0,0,0,2,178
Tommy Tremble,84025,TE,CAR,17,0,5,81.0,0,0,9,3.6,3.6,100.0,0,0,0,10,274,68.1,0,0,1,0.9,0.8,100.0,0,0,1,121
Cameron Erving,9452,T,CAR,7,1,5,78.5,0,0,10,71.4,71.4,100.0,1,0,0,10,14,,0,0,0,,,,0,0,0,0
Luke Farrell,42353,TE,JAX,12,0,15,78.7,0,0,9,36.0,37.0,100.0,0,0,0,10,27,,0,0,0,0.0,0.0,,0,0,0,2
Marlon Mack,11898,HB,DEN,5,0,10,83.9,0,0,10,22.7,22.2,100.0,0,0,0,10,45,81.3,0,0,5,25.0,23.8,100.0,0,0,5,21
Michael Burton,9601,FB,KC,12,0,16,67.5,0,1,9,56.3,55.6,94.4,0,1,0,10,18,,0,0,0,0.0,0.0,,0,0,0,2
Darrel Williams,13014,HB,ARZ,5,0,1,29.6,0,0,9,13.6,13.3,100.0,0,0,0,10,75,47.2,0,0,5,20.8,20.7,100.0,0,0,6,29
Jordan Akins,47050,TE,HST,15,1,13,61.3,0,0,8,2.6,3.1,100.0,2,0,0,10,326,73.3,0,0,2,1.2,1.1,100.0,0,0,2,176
Cam Jurgens,84014,C,PHI,5,0,24,78.8,0,0,8,100.0,100.0,100.0,0,0,0,9,9,76.3,0,0,4,100.0,100.0,100.0,0,0,4,4
Boston Scott,39462,HB,PHI,18,0,24,60.8,0,1,9,8.1,7.9,94.4,0,1,0,9,114,42.8,0,0,2,5.3,5.1,100.0,0,0,2,39
Drew Sample,47259,TE,CIN,2,0,7,56.4,0,0,9,42.9,42.9,88.9,0,1,1,9,21,77.9,0,0,4,40.0,40.0,100.0,0,0,4,10
Tony Jones Jr.,40498,HB,SEA,4,0,29,66.1,0,1,9,18.4,17.0,94.4,0,1,0,9,53,49.6,0,1,4,17.4,14.8,87.5,1,0,4,27
Noah Brown,11993,WR,DAL,18,0,9,77.0,0,0,9,1.9,1.8,100.0,1,0,0,9,512,,0,0,0,0.0,0.0,,0,0,0,240
Zach Ertz,7816,TE,ARZ,10,0,1,29.6,0,2,8,2.1,1.9,87.5,1,2,0,8,411,24.5,0,1,3,1.9,1.8,83.3,1,0,3,167
Mason Schreck,12007,TE,HST,3,0,13,66.0,0,0,7,23.3,25.0,100.0,0,0,0,8,32,,0,0,0,0.0,0.0,,0,0,0,6
Equanimeous St. Brown,47967,WR,CHI,16,0,6,80.5,0,0,8,2.8,2.6,100.0,0,0,0,8,306,,0,0,0,0.0,0.0,,0,0,0,110
Nyheim Miller-Hines,48103,HB,BUF,18,0,4,73.4,0,0,7,4.6,5.0,85.7,0,1,1,8,159,71.7,0,0,6,7.2,7.9,83.3,1,1,7,89
Trent Scott,24481,T,PIT,7,0,25,68.5,0,0,6,100.0,100.0,100.0,0,0,0,8,8,,0,0,0,,,,0,0,0,0
Isaiah Likely,83955,TE,BLT,17,0,3,35.5,0,0,8,2.8,2.6,100.0,0,0,0,8,312,56.7,0,0,3,2.1,2.0,100.0,0,0,3,152
Isaiah Spiller,99146,HB,LAC,5,0,27,22.5,0,3,8,26.7,26.7,81.2,0,3,0,8,30,73.4,0,0,1,16.7,16.7,100.0,0,0,1,6
Cole Van Lanen,41583,G,JAX,4,0,15,0.0,0,1,7,100.0,100.0,78.6,0,2,1,7,7,0.0,0,1,3,100.0,100.0,50.0,2,1,3,3
Devery Hamilton,40636,T,NYG,3,1,21,44.1,0,0,7,100.0,100.0,100.0,1,0,0,7,7,72.6,0,0,1,100.0,100.0,100.0,0,0,1,1
Lawrence Cager,34914,TE,NYG,8,0,21,43.9,0,1,6,4.3,4.9,91.7,1,1,0,7,144,,0,0,0,0.0,0.0,,0,0,0,57
Corey Clement,12253,HB,ARZ,4,0,1,12.4,1,1,6,12.8,13.5,66.7,0,3,1,7,52,7.4,1,1,4,18.2,19.2,50.0,3,1,5,26
Malik Davis,57196,HB,DAL,6,0,9,34.1,0,1,6,16.2,17.9,75.0,0,2,1,7,39,54.1,0,1,2,14.3,20.0,75.0,1,0,3,15
Zander Horvath,57384,FB,LAC,15,0,27,40.7,1,1,7,17.9,15.9,85.7,0,2,0,7,44,,0,0,0,0.0,0.0,,0,0,0,9
Dakoda Shepley,66937,C,DAL,2,0,9,20.8,0,1,6,100.0,100.0,91.7,0,1,0,6,6,8.0,0,1,3,100.0,100.0,83.3,1,0,3,3
Anthony Firkser,51837,TE,ATL,11,0,2,80.3,0,0,6,5.8,5.6,100.0,0,0,0,6,107,,0,0,0,0.0,0.0,,0,0,0,49
Ke'Shawn Vaughn,45866,HB,TB,7,0,30,69.5,0,1,5,26.3,28.6,90.0,0,1,0,6,21,81.3,0,0,3,33.3,33.3,100.0,0,0,3,9
Kevin Harris,99141,HB,NE,4,0,19,80.6,0,0,6,24.0,23.1,100.0,0,0,0,6,26,78.8,0,0,2,14.3,14.3,100.0,0,0,2,14
Brycen Hopkins,47338,TE,LA,13,0,26,57.7,0,0,4,4.4,6.3,100.0,0,0,0,6,95,,0,0,0,0.0,0.0,,0,0,0,45
Keaontay Ingram,77761,HB,ARZ,10,0,1,27.1,0,0,6,10.3,9.8,100.0,0,0,0,6,61,43.2,0,0,2,9.1,8.3,100.0,0,0,2,24
Reggie Gilliam,40951,FB,BUF,16,0,4,75.1,0,0,6,6.7,6.6,100.0,0,0,0,6,91,,0,0,0,0.0,0.0,,0,0,0,26
Armani Rogers,40034,TE,WAS,11,0,32,23.8,1,1,5,7.6,9.0,80.0,0,2,0,6,67,67.8,0,0,1,3.8,3.8,100.0,0,0,1,26
Jelani Woods,60509,TE,IND,15,0,14,33.1,1,0,5,2.4,2.7,90.0,0,1,0,6,225,70.6,0,0,1,0.8,1.6,100.0,0,0,2,129
Jonathan Williams,10790,HB,WAS,8,0,32,81.6,0,0,6,10.3,9.8,100.0,0,0,0,6,61,73.4,0,0,1,3.2,3.1,100.0,0,0,1,32
Ty Montgomery,9527,HB,NE,1,0,19,82.7,0,0,5,31.3,35.3,100.0,0,0,0,6,17,81.5,0,0,4,36.4,36.4,100.0,0,0,4,11
Tommy Sweeney,47216,TE,BUF,4,0,4,21.4,0,0,4,16.0,19.2,100.0,1,0,0,5,26,15.8,0,0,1,25.0,40.0,100.0,0,0,2,5
Jesper Horsted,91465,TE,LV,7,0,23,73.0,0,0,5,16.1,14.3,100.0,0,0,0,5,35,67.6,0,0,2,13.3,11.8,100.0,0,0,2,17
Benny Snell Jr.,45954,HB,PIT,3,0,25,35.6,0,0,5,27.8,25.0,80.0,0,1,1,5,20,29.8,0,0,4,36.4,30.8,75.0,1,1,4,13
Darren Waller,9637,TE,LV,9,1,23,36.0,0,0,3,1.2,1.9,66.7,1,1,1,5,265,,0,0,0,0.0,0.0,,0,0,0,163
Caleb Huntley,57156,HB,ATL,11,0,2,39.9,0,0,5,14.7,14.3,100.0,0,0,0,5,35,79.4,0,0,2,66.7,66.7,100.0,0,0,2,3
Jody Fortson,94384,TE,KC,15,0,16,29.4,0,1,5,4.1,3.9,90.0,0,1,0,5,129,,0,0,0,0.0,0.0,,0,0,0,36
David Johnson,9519,HB,NO,5,0,20,37.4,0,0,5,14.3,14.3,100.0,0,0,0,5,35,5.1,0,0,0,0.0,0.0,,0,0,0,19
Deebo Samuel,48274,WR,SF,16,0,28,78.7,0,0,4,0.9,1.0,100.0,0,0,0,5,484,,0,0,0,0.0,0.0,,0,0,0,219
Matt Sokol,47123,TE,NE,3,0,19,74.9,0,0,4,100.0,100.0,100.0,0,0,0,4,4,,0,0,0,,,,0,0,0,0
Tyler Boyd,10689,WR,CIN,19,0,7,54.6,0,0,4,0.6,0.6,100.0,0,0,0,4,692,45.1,0,0,2,0.7,0.6,100.0,0,0,2,326
Jordan Wilkins,26618,HB,IND,3,0,14,59.5,0,1,3,12.5,15.4,83.3,0,1,0,4,26,77.3,0,0,1,8.3,15.4,100.0,0,0,2,13
Dan Arnold,51842,TE,JAX,18,0,15,27.7,0,1,4,5.6,5.2,87.5,1,1,0,4,77,,0,0,0,0.0,0.0,,0,0,0,24
Giovani Bernard,7818,HB,TB,1,0,30,31.1,0,1,4,23.5,23.5,87.5,0,1,0,4,17,17.9,0,1,2,28.6,28.6,75.0,1,0,2,7
Pierre Strong Jr.,66619,HB,NE,5,0,19,76.5,0,0,4,15.4,14.3,100.0,0,0,0,4,28,68.5,0,0,1,7.7,7.1,100.0,0,0,1,14
D'Ernest Johnson,45734,HB,CLV,4,0,8,82.1,0,0,4,17.4,16.7,100.0,0,0,0,4,24,79.5,0,0,3,18.8,17.6,100.0,0,0,3,17
Nelson Agholor,9453,WR,NE,16,0,19,76.5,0,0,2,0.7,1.3,100.0,0,0,0,4,313,,0,0,0,0.0,0.0,,0,0,0,164
Justin Herron,46271,T,LV,1,0,23,73.5,0,0,4,100.0,100.0,100.0,0,0,0,4,4,68.3,0,0,1,100.0,100.0,100.0,0,0,1,1
Brandon Powell,48036,WR,LA,17,0,26,74.3,0,0,4,2.7,2.6,100.0,0,0,0,4,152,,0,0,0,0.0,0.0,,0,0,0,62
Ike Boettger,46918,G,BUF,1,0,4,78.8,0,0,4,100.0,100.0,100.0,0,0,0,4,4,78.8,0,0,4,100.0,100.0,100.0,0,0,4,4
Darrynton Evans,40692,HB,CHI,4,0,6,76.3,0,0,4,12.9,12.5,100.0,0,0,0,4,32,,0,0,0,0.0,0.0,,0,0,0,13
Albert Okwuegbunam,41933,TE,DEN,7,0,10,29.8,0,0,4,2.8,2.6,75.0,0,1,1,4,153,,0,0,0,0.0,0.0,,0,0,0,67
Connor Heyward,57301,TE,PIT,14,0,25,31.6,0,1,4,4.7,4.4,87.5,0,1,0,4,90,,0,0,0,0.0,0.0,,0,0,0,63
K.J. Osborn,23503,WR,MIN,18,0,18,71.5,0,0,4,0.6,0.6,100.0,0,0,0,4,665,,0,0,0,0.0,0.0,,0,0,0,357
Cameron Brate,9207,TE,TB,12,0,30,79.1,0,0,4,1.5,1.4,100.0,0,0,0,4,277,67.8,0,0,1,0.8,0.7,100.0,0,0,1,134
Kendall Blanton,47311,TE,LA,4,0,26,75.5,0,0,4,30.8,30.8,100.0,0,0,0,4,13,,0,0,0,0.0,0.0,,0,0,0,6
Brandon Bolden,7469,HB,LV,10,0,23,26.8,0,0,4,6.6,6.2,100.0,0,0,0,4,65,21.1,0,0,2,4.8,4.4,100.0,0,0,2,45
Byron Pringle,42345,WR,CHI,11,0,6,71.6,0,1,3,1.9,2.5,83.3,0,1,0,4,161,,0,0,0,0.0,0.0,,0,0,0,69
Trayveon Williams,45775,HB,CIN,6,0,7,80.9,0,0,4,18.2,17.4,100.0,0,0,0,4,23,76.7,0,0,2,13.3,13.3,100.0,0,0,2,15
Mack Hollins,11873,WR,LV,17,0,23,77.9,0,0,4,0.7,0.6,100.0,2,0,0,4,646,,0,0,0,0.0,0.0,,0,0,0,350
Adam Thielen,8288,WR,MIN,18,0,18,65.0,1,0,4,0.6,0.5,87.5,0,1,0,4,756,,0,0,0,0.0,0.0,,0,0,0,369
Spencer Brown,57441,HB,CAR,2,0,5,43.6,0,0,4,18.2,18.2,100.0,0,0,0,4,22,26.5,0,0,2,14.3,14.3,100.0,0,0,2,14
Nick Bellore,6515,FB,SEA,7,0,29,81.5,0,0,1,20.0,42.9,100.0,0,0,0,3,7,,0,0,0,0.0,0.0,,0,0,0,3
Zay Jones,11792,WR,JAX,18,0,15,75.6,0,0,3,0.4,0.4,100.0,0,0,0,3,706,,0,0,0,0.0,0.0,,0,0,0,327
Geron Christian,46375,T,MIA,2,1,17,44.7,0,0,3,100.0,100.0,100.0,1,0,0,3,3,,0,0,0,,,,0,0,0,0
Luke Tenuta,77367,T,GB,1,0,12,73.9,0,0,3,100.0,100.0,100.0,0,0,0,3,3,,0,0,0,,,,0,0,0,0
Trestan Ebner,57159,HB,CHI,10,0,6,75.5,0,0,3,7.9,7.7,100.0,0,0,0,3,39,74.4,0,0,1,7.1,7.1,100.0,0,0,1,14
Zamir White,83665,HB,LV,8,0,23,77.4,0,0,2,14.3,20.0,100.0,0,0,0,3,15,,0,0,0,0.0,0.0,,0,0,0,6
Lucas Krull,83962,TE,NO,1,0,20,17.7,0,0,3,37.5,37.5,100.0,0,0,0,3,8,,0,0,0,0.0,0.0,,0,0,0,1
Feleipe Franks,40217,QB,ATL,8,0,2,74.3,0,0,1,4.2,11.5,100.0,0,0,0,3,26,,0,0,0,0.0,0.0,,0,0,0,5
Jeremy Ruckert,84029,TE,NYJ,3,0,22,78.5,0,0,3,17.6,16.7,100.0,0,0,0,3,18,,0,0,0,0.0,0.0,,0,0,0,7
Ross Dwelley,20994,TE,SF,8,0,28,53.5,0,0,3,5.9,5.5,100.0,0,0,0,3,55,,0,0,0,0.0,0.0,,0,0,0,35
Patrick Taylor,40448,HB,GB,5,0,12,24.2,0,1,3,21.4,21.4,83.3,0,1,0,3,14,16.4,0,1,2,50.0,50.0,75.0,1,0,2,4
Nikola Kalinic,156095,TE,IND,5,0,14,27.1,1,0,3,42.9,42.9,83.3,0,1,0,3,7,9.2,1,0,1,100.0,100.0,50.0,1,0,1,1
Michael Woods II,84117,WR,CLV,10,0,8,75.6,0,0,3,3.2,2.9,100.0,0,0,0,3,104,,0,0,0,0.0,0.0,,0,0,0,56
DeAndre Carter,9859,WR,LAC,18,0,27,68.8,0,0,3,0.6,0.6,100.0,0,0,0,3,534,,0,0,0,0.0,0.0,,0,0,0,275
Olamide Zaccheaus,44920,WR,ATL,17,1,2,69.4,0,0,3,0.8,0.8,100.0,1,0,0,3,386,,0,0,0,0.0,0.0,,0,0,0,126
Keenan Allen,7857,WR,LAC,11,0,27,72.2,0,0,3,0.7,0.7,100.0,0,0,0,3,418,,0,0,0,0.0,0.0,,0,0,0,179
Jauan Jennings,48027,WR,SF,19,1,28,57.0,0,0,3,0.8,0.8,66.7,2,1,1,3,373,,0,0,0,0.0,0.0,,0,0,0,188
David Bell,97989,WR,CLV,16,0,8,69.2,0,0,2,0.7,0.9,100.0,0,0,0,3,327,,0,0,0,0.0,0.0,,0,0,0,189
Kenny Yeboah,42196,TE,NYJ,3,0,22,46.2,0,0,3,42.9,37.5,100.0,0,0,0,3,8,,0,0,0,,0.0,,0,0,0,1
Nick Boyle,9604,TE,BLT,5,0,3,24.3,0,0,3,37.5,37.5,100.0,0,0,0,3,8,,0,0,0,0.0,0.0,,0,0,0,2
Snoop Conner,99163,HB,JAX,5,0,15,78.7,0,0,3,18.8,16.7,100.0,0,0,0,3,18,78.3,0,0,2,22.2,18.2,100.0,0,0,2,11
Mike Davis,9559,HB,BLT,7,0,3,81.0,0,0,3,14.3,13.6,100.0,0,0,0,3,22,76.7,0,0,1,20.0,20.0,100.0,0,0,1,5
Dareke Young,111900,WR,SEA,11,0,29,71.9,1,0,3,7.5,6.8,83.3,1,1,0,3,44,,0,0,0,0.0,0.0,,0,0,0,21
Shane Zylstra,143786,TE,DET,12,0,11,25.3,0,1,3,2.2,2.1,83.3,1,1,0,3,141,23.9,0,1,2,2.4,2.2,75.0,1,0,2,91
Scotty Washington,47964,TE,NE,1,0,19,76.6,0,0,3,27.3,21.4,100.0,0,0,0,3,14,76.6,0,0,3,42.9,37.5,100.0,0,0,3,8
Jordan Mason,62946,HB,SF,7,0,28,75.4,0,0,3,21.4,20.0,100.0,0,0,0,3,15,,0,0,0,0.0,0.0,,0,0,0,4
Cooper Kupp,11824,WR,LA,9,0,26,77.6,0,0,3,0.9,0.9,100.0,0,0,0,3,351,,0,0,0,0.0,0.0,,0,0,0,149
Gary Brightwell,57133,HB,NYG,7,0,21,78.1,0,0,2,4.0,5.7,100.0,0,0,0,3,53,,0,0,0,0.0,0.0,,0,0,0,24
Derek Watt,10832,FB,PIT,9,0,25,73.9,0,0,2,11.1,11.1,100.0,0,0,0,2,18,73.4,0,0,1,33.3,33.3,100.0,0,0,1,3
Allen Robinson II,8696,WR,LA,10,0,26,67.6,0,0,2,0.5,0.5,100.0,1,0,0,2,375,,0,0,0,0.0,0.0,,0,0,0,171
Chase Claypool,42312,WR,CHI,15,1,6,69.6,0,0,2,0.5,0.4,100.0,1,0,0,2,454,,0,0,0,0.0,0.0,,0,0,0,219
Andrew DePaola,7633,LS,MIN,2,0,18,81.0,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Kalif Raymond,11028,WR,DET,17,0,11,72.0,0,0,1,0.3,0.6,100.0,0,0,0,2,346,,0,0,0,0.0,0.0,,0,0,0,175
Noah Togiai,47282,TE,PHI,1,0,24,20.4,0,1,2,50.0,50.0,75.0,0,1,0,2,4,,0,0,0,,,,0,0,0,0
Chris Evans,27303,HB,CIN,8,0,7,77.5,0,0,2,12.5,11.8,100.0,1,0,0,2,17,73.1,0,0,1,14.3,14.3,100.0,0,0,1,7
Ernest Jones,81399,LB,LA,2,1,26,88.3,0,0,2,100.0,100.0,100.0,3,0,0,2,2,,0,0,0,,,,0,0,0,0
Davis Mills,52269,QB,HST,15,0,13,70.7,0,0,2,0.4,0.4,100.0,0,0,0,2,566,,0,0,0,0.0,0.0,,0,0,0,268
Ty Chandler,62942,HB,MIN,2,0,18,83.4,0,0,2,28.6,28.6,100.0,0,0,0,2,7,,0,0,0,0.0,0.0,,0,0,0,1
David Sills V,34579,WR,NYG,9,0,21,75.1,0,0,2,1.6,1.4,100.0,2,0,0,2,140,,0,0,0,0.0,0.0,,0,0,0,47
Justin Watson,66915,WR,KC,19,0,16,83.1,0,0,2,0.6,0.6,100.0,1,0,0,2,352,,0,0,0,0.0,0.0,,0,0,0,146
Michael Hoecht,108840,ED,LA,2,0,26,88.3,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Darnell Mooney,48236,WR,CHI,12,0,6,68.2,0,0,2,0.6,0.6,100.0,0,0,0,2,337,,0,0,0,0.0,0.0,,0,0,0,129
J.P. Holtz,11062,TE,NO,5,0,20,71.3,0,0,2,11.1,11.1,100.0,0,0,0,2,18,,0,0,0,0.0,0.0,,0,0,0,3
Thomas Hennessy,12124,LS,NYJ,2,0,22,92.1,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Dante Pettis,48113,WR,CHI,17,0,6,75.3,0,0,2,0.6,0.6,100.0,2,0,0,2,327,,0,0,0,0.0,0.0,,0,0,0,150
Christian Rozeboom,49862,LB,LA,2,0,26,99.9,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Garrett Griffin,11439,TE,DET,1,0,11,69.1,0,0,2,40.0,40.0,100.0,0,0,0,2,5,,0,0,0,0.0,0.0,,0,0,0,2
Corey Davis,11760,WR,NYJ,13,0,22,79.8,0,0,2,0.5,0.5,100.0,2,0,0,2,416,,0,0,0,0.0,0.0,,0,0,0,193
Richie James,28991,WR,NYG,17,0,21,68.1,0,0,2,0.5,0.5,100.0,0,0,0,2,428,,0,0,0,0.0,0.0,,0,0,0,212
Taysom Hill,12112,TE,NO,16,0,20,80.6,0,0,2,1.4,1.3,100.0,0,0,0,2,152,,0,0,0,0.0,0.0,,0,0,0,69
JuJu Smith-Schuster,11817,WR,KC,19,0,16,71.3,0,0,2,0.3,0.3,100.0,2,0,0,2,641,,0,0,0,0.0,0.0,,0,0,0,296
Troy Dye,28251,LB,MIN,2,0,18,88.3,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Austin Trammell,52195,WR,LA,5,0,26,68.7,0,0,2,6.3,5.9,100.0,0,0,0,2,34,,0,0,0,0.0,0.0,,0,0,0,16
Chris Godwin,11839,WR,TB,16,0,30,73.9,0,0,2,0.3,0.3,100.0,4,0,0,2,682,,0,0,0,0.0,0.0,,0,0,0,320
Michael Bandy,91824,WR,LAC,10,0,27,74.9,0,0,2,1.2,1.2,100.0,1,0,0,2,172,,0,0,0,0.0,0.0,,0,0,0,101
Matt Orzech,94369,LS,LA,2,0,26,81.0,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
D'Ante Smith,41497,T,CIN,2,0,7,70.1,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Lucas Niang,47004,T,KC,2,0,16,17.2,0,1,2,100.0,100.0,75.0,0,1,0,2,2,,0,0,0,,,,0,0,0,0
Stone Smartt,60492,TE,LAC,7,0,27,80.7,0,0,2,4.0,4.0,100.0,0,0,0,2,50,,0,0,0,0.0,0.0,,0,0,0,23
Kene Nwangwu,40547,HB,MIN,3,0,18,11.2,0,0,2,22.2,22.2,100.0,0,0,0,2,9,,0,0,0,0.0,0.0,,0,0,0,2
D.J. Wonnum,44550,ED,MIN,2,0,18,99.9,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Chris Moore,10741,WR,HST,16,1,13,70.0,0,0,2,0.5,0.4,100.0,1,0,0,2,464,,0,0,0,0.0,0.0,,0,0,0,249
Garrett Wilson,97405,WR,NYJ,17,1,22,35.6,0,1,2,0.3,0.3,75.0,1,1,0,2,615,70.2,0,0,1,0.3,0.3,100.0,0,0,1,304
Josh Metellus,43395,S,MIN,2,0,18,95.5,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Josh Reynolds,11872,WR,DET,14,1,11,70.0,0,0,2,0.5,0.5,100.0,1,0,0,2,405,,0,0,0,0.0,0.0,,0,0,0,216
Keelan Cole Sr.,51593,WR,LV,14,0,23,70.0,0,0,2,0.8,0.8,100.0,0,0,0,2,260,,0,0,0,0.0,0.0,,0,0,0,144
Matt Ammendola,34039,K,ARZ,1,0,1,62.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jacob Martin,50152,ED,DEN,1,0,10,62.7,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Nick Scott,49012,S,LA,1,0,26,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Ben Niemann,51099,LB,ARZ,1,0,1,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Sean Chandler,51315,S,CAR,1,0,5,63.8,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Will Harris,51336,CB,DET,1,1,11,63.8,0,0,1,100.0,100.0,100.0,2,0,0,1,1,,0,0,0,,,,0,0,0,0
Marcell Harris,51408,LB,NYJ,1,0,22,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Cody Hollister,12052,WR,TEN,10,0,31,65.2,0,0,1,2.0,1.8,100.0,0,0,0,1,55,65.2,0,0,1,4.8,4.3,100.0,0,0,1,23
Henry Mondeaux,48889,DI,NYG,1,0,21,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Tanner Vallejo,11950,LB,ARZ,1,0,1,62.7,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Trent Taylor,11932,WR,CIN,9,0,7,65.7,0,0,1,1.3,1.1,100.0,0,0,0,1,87,,0,0,0,0.0,0.0,,0,0,0,33
Quentin Lake,56245,S,LA,1,0,26,63.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Micheal Clemons,56872,ED,NYJ,1,0,22,63.8,0,0,1,100.0,100.0,100.0,1,0,0,1,1,,0,0,0,,,,0,0,0,0
Tre'Quan Smith,48228,WR,NO,14,0,20,66.2,0,0,1,0.6,0.5,100.0,0,0,0,1,190,,0,0,0,0.0,0.0,,0,0,0,96
Jamal Agnew,11920,WR,JAX,16,0,15,68.8,0,0,1,1.0,0.9,100.0,0,0,0,1,108,,0,0,0,0.0,0.0,,0,0,0,49
Miles Boykin,48209,WR,PIT,11,0,25,62.1,0,0,0,0.0,3.2,,0,0,0,1,31,,0,0,0,0.0,0.0,,0,0,0,13
Allen Lazard,48135,WR,GB,15,0,12,69.8,0,0,1,0.2,0.2,100.0,3,0,0,1,517,,0,0,0,0.0,0.0,,0,0,0,192
Stanley Morgan,48110,WR,CIN,8,0,7,68.1,0,0,1,6.7,5.9,100.0,0,0,0,1,17,,0,0,0,0.0,0.0,,0,0,0,2
Tremayne Anchrum Jr.,41813,G,LA,1,0,26,68.6,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Elijah Mitchell,57272,HB,SF,7,0,28,72.4,0,0,1,2.9,2.9,100.0,0,0,0,1,35,,0,0,0,0.0,0.0,,0,0,0,10
